# operator_convention: H_A(k)=H(k+A_x*xhat); Jx=dH/dA_x; Kxx=d2H/dA_x2
# omega Re_sigma_exact Im_sigma_exact Re_sigma_L Im_sigma_L Re_reg_exact Im_reg_exact Re_reg_L Im_reg_L
4.056 5.813583003248376 -4.713152367506087 5.813583003248064 -4.713152367506164 5.814639833535093 -4.647206157614963 5.814639833534781 -4.647206157615039
4.057 5.900456258791053 -4.691069476347829 5.900456258790731 -4.6910694763479075 5.901512568284642 -4.6251395130325825 5.90151256828432 -4.625139513032661
4.058 5.988167775150821 -4.666947714075559 5.988167775150491 -4.666947714075639 5.989223564236116 -4.601033989335171 5.989223564235786 -4.601033989335251
4.059 6.076674844342681 -4.640717052209217 6.076674844342348 -4.640717052209314 6.077730113404135 -4.574819558048575 6.077730113403802 -4.574819558048672
4.06 6.165930672314424 -4.6123071510563145 6.165930672314094 -4.612307151056425 6.166985421736113 -4.5464258794862085 6.166985421735783 -4.546425879486319
4.061 6.255884214977911 -4.581647558578809 6.25588421497758 -4.581647558578925 6.256938445143533 -4.5157825016159245 6.256938445143201 -4.51578250161604
4.062 6.346480019619467 -4.548667928101708 6.346480019619136 -4.548667928101832 6.34753373091234 -4.482819077768621 6.3475337309120095 -4.4828190777687436
4.063 6.437658073355988 -4.513298255404195 6.437658073355652 -4.513298255404322 6.438711266159055 -4.4474656037293645 6.43871126615872 -4.447465603729491
4.064 6.5293536604410365 -4.475469135622355 6.529353660440699 -4.475469135622495 6.530406335136864 -4.409652674640118 6.530406335136527 -4.409652674640258
4.065 6.621497230363692 -4.43511204025984 6.621497230363351 -4.435112040259987 6.6225493873344705 -4.369311762010409 6.6225493873341295 -4.369311762010555
4.066 6.714014278818891 -4.392159614446147 6.714014278818546 -4.3921596144463075 6.715065918446434 -4.326375510975598 6.715065918446088 -4.326375510975759
4.067 6.806825243752378 -4.346545994405042 6.80682524375203 -4.3465459944052105 6.807876366418123 -4.280778057765316 6.807876366417775 -4.280778057765485
4.068 6.8998454187988205 -4.298207144893638 6.899845418798471 -4.298207144893815 6.9008960248838305 -4.232455367142529 6.9008960248834805 -4.232455367142705
4.069 6.992984886536864 -4.247081216144774 6.99298488653652 -4.24708121614496 6.99403497642183 -4.181345589345925 6.994034976421485 -4.181345589346111
4.07 7.086148474064343 -4.193108919597469 7.086148474063995 -4.193108919597666 7.087198048129579 -4.127389435820368 7.087198048129231 -4.127389435820565
4.071 7.179235733463963 -4.136233921423767 7.179235733463625 -4.136233921423978 7.180284792089411 -4.070530572743742 7.180284792089074 -4.070530572743952
4.072 7.2721409497638705 -4.07640325256528 7.272140949763534 -4.076403252565501 7.273189493329101 -4.010716031063487 7.273189493328764 -4.010716031063708
4.073 7.364753179003496 -4.013567733675609 7.36475317900315 -4.0135677336758455 7.365801207887704 -3.9478966314390354 7.365801207887358 -3.9478966314392716
4.074 7.456956318989542 -3.9476824130277866 7.456956318989204 -3.947682413028027 7.458003833571552 -3.8820274221492377 7.4580038335712135 -3.8820274221494775
4.075 7.548629215257195 -3.8787070150962175 7.548629215256855 -3.8787070150964698 7.549676215915459 -3.8130681276743155 7.5496762159151185 -3.8130681276745673
4.076 7.639645804640873 -3.806606397161098 7.639645804640551 -3.806606397161362 7.640692291753472 -3.740983605300274 7.64069229175315 -3.7409836053005376
4.077 7.729875298704261 -3.7313510109125554 7.729875298703925 -3.731351010912831 7.7309212726489065 -3.6657443067230444 7.730921272648571 -3.6657443067233197
4.078 7.819182409065614 -3.6529173656663745 7.81918240906529 -3.6529173656666636 7.820227870219646 -3.58732674126421 7.8202278702193215 -3.5873267412644987
4.079 7.907427616397705 -3.5712884894367636 7.907427616397383 -3.571288489437055 7.908472565138093 -3.505713936943772 7.908472565137772 -3.505713936944063
4.08 7.994467484559574 -3.4864543837642072 7.994467484559259 -3.486454383764518 7.995511921262921 -3.4208958953080013 7.995511921262605 -3.4208958953083117
4.081 8.08015502094396 -3.3984124678683463 8.080155020943648 -3.398412467868667 8.081198945986497 -3.33287003558232 8.081198945986184 -3.33287003558264
4.082 8.164340083693451 -3.307168007395921 8.164340083693142 -3.307168007396252 8.165383497451042 -3.2416416234192442 8.165383497450733 -3.2416416234195746
4.083 8.246869835949537 -3.212734522777339 8.246869835949228 -3.212734522777689 8.247912738797677 -3.147224179254951 8.247912738797368 -3.147224179255301
4.084 8.32758924675792 -3.1151341719959675 8.327589246757622 -3.1151341719963326 8.328631639071737 -3.049639861078573 8.328631639071439 -3.0496398610789375
4.085 8.406341637667232 -3.0143981024203645 8.406341637666952 -3.0143981024207274 8.407383519821488 -2.9489198162644255 8.407383519821208 -2.948919816264788
4.086 8.482969273422475 -2.910566766271255 8.482969273422194 -2.910566766271635 8.484010645791564 -2.845104497038987 8.484010645791283 -2.845104497039366
4.087 8.557313994491986 -2.8036901942842016 8.557313994491718 -2.80369019428459 8.558354857449936 -2.7382439341435676 8.558354857449668 -2.7382439341439557
4.088 8.629217888472553 -2.6938282222104255 8.629217888472295 -2.6938282222108256 8.630258242393026 -2.62839796333513 8.630258242392769 -2.62839796333553
4.089 8.698523996710854 -2.5810506649692617 8.698523996710602 -2.581050664969673 8.699563841967148 -2.515636399538746 8.699563841966896 -2.5156363995391566
4.09 8.76507705177404 -2.465437433530923 8.765077051773789 -2.465437433531346 8.766116388739086 -2.400039153730358 8.766116388738835 -2.400039153730781
4.091 8.828724240705155 -2.34707858998 8.828724240704922 -2.3470785899804225 8.82976306975152 -2.2816962880002825 8.829763069751287 -2.281696288000705
4.092 8.88931598833208 -2.2260743366819393 8.889315988331854 -2.2260743366823843 8.890354309831968 -2.1607080047196847 8.890354309831743 -2.1607080047201292
4.093 8.946706754277123 -2.102534936044413 8.94670675427691 -2.1025349360448615 8.947744568602376 -2.037184566301951 8.947744568602163 -2.037184566302399
4.094 9.000755836748157 -1.9765805580425588 9.000755836747961 -1.9765805580430107 9.00179314427025 -1.911246142727927 9.001793144270055 -1.9112461427283787
4.095 9.051328175708054 -1.8483410534346163 9.051328175707875 -1.8483410534350886 9.052364976798103 -1.783022584761555 9.052364976797923 -1.7830225847620271
4.096 9.098295147622256 -1.7179556514439644 9.09829514762208 -1.7179556514444396 9.099331442651012 -1.6526531216319114 9.099331442650836 -1.6526531216323863
4.097 9.141535343696138 -1.5855725816002515 9.14153534369598 -1.5855725816007344 9.142571133033991 -1.5202859828743354 9.142571133033833 -1.520285982874818
4.098 9.180935323345889 -1.4513486204017985 9.180935323345745 -1.4513486204022876 9.181970607362869 -1.3860779449928344 9.181970607362725 -1.3860779449933232
4.099 9.216390334605812 -1.3154485644760912 9.216390334605686 -1.3154485644765916 9.217425113671586 -1.2501938046205743 9.21742511367146 -1.2501938046210745
4.1 9.247804993274714 -1.1780446329468284 9.247804993274606 -1.178044632947324 9.24883926775859 -1.1128057808869292 9.248839267758482 -1.1128057808874245
4.101 9.275093912846247 -1.039315802742092 9.275093912846154 -1.0393158027426002 9.276127683117172 -0.9740928507256499 9.27612768311708 -0.9740928507261579
4.102 9.298182277652812 -0.8994470815923117 9.29818227765273 -0.8994470815928162 9.299215544079376 -0.8342400218728304 9.299215544079294 -0.8342400218733347
4.103 9.317006352182498 -0.7586287244223208 9.317006352182426 -0.7586287244228296 9.318039115132928 -0.6934375492589621 9.318039115132857 -0.6934375492594707
4.104 9.331513920191679 -0.6170553997409239 9.331513920191627 -0.6170553997414404 9.332546180033846 -0.5518801013985025 9.332546180033795 -0.5518801013990187
4.105 9.34166464802687 -0.4749253134376728 9.341664648026823 -0.4749253134381893 9.342696405128287 -0.4097658841866505 9.34269640512824 -0.40976588418716675
4.106 9.347430367473372 -0.3324392980914291 9.347430367473354 -0.3324392980919467 9.348461622201192 -0.26729573020790975 9.348461622201174 -0.2672957302084272
4.107 9.34879527444777 -0.18979987647134244 9.348795274447772 -0.18979987647185484 9.34982602716879 -0.12467216223706627 9.349826027168792 -0.12467216223757839
4.108 9.345756040927473 -0.04721030834394825 9.345756040927478 -0.047210308344462604 9.346786292008131 0.017901559953713817 9.346786292008137 0.017901559953199725
4.109 9.338321838642393 0.09512637002241431 9.338321838642416 0.09512637002190473 9.339351588448775 0.16022240009046584 9.339351588448798 0.16022240008995653
4.11 9.326514274215926 0.23700830413396617 9.326514274215958 0.23700830413344917 9.327543523113757 0.30208850367379086 9.327543523113789 0.3020885036732741
4.111 9.310367236611011 0.3782357678512897 9.310367236611055 0.3782357678507829 9.311395984965664 0.4433001445586568 9.311395984965708 0.44330014455815026
4.112 9.289926658888616 0.5186120889888202 9.289926658888687 0.51861208898831 9.290954907065107 0.5836606505538899 9.290954907065178 0.58366065055338
4.113 9.265250197394291 0.6579445450037423 9.265250197394382 0.657944545003227 9.266277945757281 0.7229772991110713 9.266277945757372 0.7229772991105562
4.114 9.236406832531479 0.7960452203469568 9.236406832531575 0.7960452203464645 9.237434081445274 0.8610621746755037 9.23743408144537 0.8610621746750117
4.115 9.203476396238093 0.9327318176784813 9.203476396238214 0.9327318176779853 9.204503146066648 0.9977329799016119 9.204503146066768 0.9977329799011162
4.116 9.166549032135821 1.0678284159004714 9.16654903213596 1.067828415899981 9.167575283242735 1.1328137936859644 9.167575283242874 1.132813793685474
4.117 9.12572459505397 1.201166168815375 9.125724595054107 1.2011661688148947 9.12675034780249 1.2661357698254272 9.126750347802627 1.2661357698249471
4.118 9.081111997233275 1.3325839391390455 9.08111199723343 1.3325839391385688 9.082137251986294 1.3975377710302772 9.082137251986449 1.3975377710298007
4.119 9.03282850897617 1.4619288635913479 9.032828508976342 1.4619288635908885 9.03385326609623 1.5268669340148087 9.033853266096402 1.5268669340143495
4.12 8.980999021829746 1.5890568458034515 8.98099902182992 1.589056845802997 8.982023281679036 1.653979162404625 8.98202328167921 1.6539791624041706
4.121 8.925755282562838 1.7138329748147345 8.92575528256304 1.7138329748142838 8.926779045503197 1.7787395452335444 8.9267790455034 1.7787395452330939
4.122 8.867235106231645 1.8361318679600058 8.867235106231854 1.8361318679595677 8.868258372624561 1.9010226998308206 8.868258372624771 1.901022699830383
4.123 8.80558157652781 1.9558379379402364 8.805581576528027 1.955837937939808 8.80660434673442 2.0207130388918757 8.806604346734638 2.0207130388914476
4.124 8.740942241377802 2.0728455848187073 8.740942241378036 2.072845584818283 8.741964515758893 2.137704962474446 8.741964515759127 2.1377049624740225
4.125 8.673468311420246 2.187059314573453 8.67346831142048 2.1870593145730415 8.674490090336256 2.2519029765510283 8.67449009033649 2.251902976550617
4.126 8.60331386855121 2.298393786639767 8.603313868551448 2.29839378663937 8.604335152362227 2.363221740551382 8.604335152362465 2.363221740550985
4.127 8.530635091200061 2.406773793603903 8.530635091200324 2.406773793603511 8.531655880265824 2.4715860470562325 8.531655880266086 2.471586047055841
4.128 8.45558950240702 2.5121341768316126 8.45558950240729 2.5121341768312235 8.45660979708692 2.5769307374258097 8.45660979708719 2.5769307374254207
4.129 8.378335246127683 2.6144196823416883 8.378335246127957 2.6144196823413175 8.379355046780761 2.679200557673388 8.379355046781034 2.6792005576730173
4.13 8.299030396505803 2.71358476166184 8.299030396506087 2.713584761661479 8.300049703490755 2.778349959321166 8.30004970349104 2.7783499593208054
4.131 8.217832304156094 2.8095933227206324 8.217832304156381 2.8095933227202834 8.218851117831269 2.8743428502922015 8.218851117831557 2.874342850291853
4.132 8.134896982786813 2.902418436056718 8.134896982787106 2.902418436056382 8.135915303510213 2.9671523011196457 8.135915303510506 2.96715230111931
4.133 8.050378538793147 2.9920420017502667 8.050378538793439 2.9920420017499447 8.051396366922427 3.0567602118781725 8.051396366922718 3.056760211877851
4.134 7.96442864577106 3.078454382520049 7.964428645771369 3.0784543825197397 7.965445981663528 3.143156945281062 7.965445981663837 3.143156945280753
4.135 7.877196065248023 3.161654008388836 7.8771960652483335 3.1616540083885356 7.878212909260644 3.2263409313455997 7.878212909260955 3.2263409313452995
4.136 7.788826214316018 3.2416469582016076 7.78882621431633 3.241646958201316 7.789842566805411 3.3063182489112855 7.789842566805723 3.306318248910994
4.137 7.699460780285837 3.3184465231017897 7.699460780286146 3.3184465231015183 7.700476641608276 3.3831021891160704 7.700476641608585 3.3831021891157995
4.138 7.609237381962206 3.3920727568396614 7.609237381962528 3.392072756839391 7.61025275247362 3.4567128057047647 7.610252752473942 3.4567128057044942
4.139 7.51828927668217 3.462552017505057 7.518289276682495 3.4625520175048 7.519304156738146 3.5271764567617376 7.519304156738471 3.5271764567614805
4.14 7.42674511184924 3.5299165049675016 7.426745111849567 3.52991650496726 7.42775950180502 3.5945253421510555 7.4277595018053475 3.5945253421508143
4.141 7.3347287193504 3.594203797964892 7.334728719350726 3.594203797964658 7.335742619560885 3.6587970406051618 7.335742619561211 3.658797040604928
4.142 7.242358950951053 3.6554563944255993 7.242358950951373 3.6554563944253786 7.2433723617708 3.720034050046979 7.24337236177112 3.720034050046759
4.143 7.149749552524263 3.713721258243783 7.1497495525245895 3.7137212582435697 7.150762474307486 3.7782833343652236 7.150762474307813 3.778283334365011
4.144 7.057009074787777 3.769049375356481 7.0570090747881 3.769049375356279 7.05802150788835 3.8335958794914955 7.058021507888673 3.833595879491294
4.145 6.964240818087395 3.8214953216053797 6.964240818087716 3.821495321605189 6.965252762858851 3.886026261262049 6.965252762859172 3.886026261261858
4.146 6.871542808672268 3.871116844510375 6.871542808672592 3.8711168445102007 6.872554265467797 3.935632227191352 6.872554265468121 3.9356322271911774
4.147 6.779007803863825 3.9179744607351363 6.77900780386415 3.917974460734964 6.780018773036279 3.9824742939376514 6.780018773036604 3.982474293937479
4.148 6.686723323503511 3.9621310707000488 6.6867233235038395 3.9621310706998822 6.687733805405399 4.0266153619159155 6.687733805405728 4.026615361915749
4.149 6.594771705089033 4.003651591488573 6.594771705089354 4.0036515914884205 6.595781700072527 4.068120348204194 6.595781700072847 4.068120348204042
4.15 6.5032301800575105 4.042602608906724 6.503230180057834 4.042602608906582 6.504239688474442 4.107055838603094 6.504239688474765 4.107055838602952
4.151 6.412170968744984 4.079052049293538 6.412170968745313 4.0790520492934075 6.413179990946846 4.143489759446252 6.4131799909471745 4.143489759446122
4.152 6.321661391647223 4.113068871440088 6.321661391647538 4.113068871439959 6.322669927985169 4.177491069519345 6.322669927985484 4.177491069519215
4.153 6.231763994715086 4.144722778759564 6.231763994715409 4.144722778759449 6.232772045539933 4.2091294722301695 6.232772045540256 4.209129472230054
4.154 6.142536686536889 4.174083951661319 6.142536686537208 4.174083951661206 6.143544252199116 4.238475147982695 6.143544252199435 4.238475147982582
4.155 6.0540328853938945 4.201222799912143 6.0540328853942045 4.201222799912038 6.055039966243642 4.26559850653833 6.055039966243952 4.265598506538225
4.156 5.966301674307861 4.226209734625295 5.966301674308171 4.226209734625199 5.967308270694934 4.290569959004958 5.967308270695244 4.290569959004862
4.157 5.879387962341373 4.249114959393016 5.879387962341679 4.249114959392928 5.880394074615241 4.31345970896945 5.8803940746155465 4.313459708969363
4.158 5.793332650552769 4.27000827997545 5.7933326505530705 4.2700082799753645 5.794338279062563 4.334337562186585 5.794338279062864 4.334337562186501
4.159 5.708172801145235 4.288958931875088 5.70817280114553 4.2889589318750145 5.709177946239752 4.353272754153496 5.709177946240047 4.353272754153422
4.16 5.623941808489235 4.306035425058398 5.623941808489534 4.306035425058333 5.624946470516936 4.370333794831292 5.624946470517235 4.370333794831227
4.161 5.540669570831229 4.321305405034885 5.540669570831526 4.321305405034823 5.541673750140241 4.385588329724132 5.541673750140538 4.38558832972407
4.162 5.458382661627183 4.334835529467698 5.458382661627471 4.334835529467643 5.459386358565299 4.399103016489818 5.459386358565587 4.399103016489763
